id,state,body,address,level,type,statement_content,target_1,target_2,target_3,target_4,target_5,prohibited_1,prohibited_2,prohibited_3,prohibited_4,required_1,required_2,required_3,trigger_1,trigger_2,trigger_3,trigger_4,trigger_5,trigger_6,trigger_7,enforcement_1,enforcement_2,category,bill,related,date_intro,date_adopted,date_checked,progress,url_source,url_text
CT-1,CT,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,File No. 524 (Amendment to Senate Bill No. 1073),,3/18/2021,,4/13/2022,Rejected,https://www.cga.ct.gov/asp/cgabillstatus/cgabillstatus.asp?selBillType=Bill&bill_num=SB-1073,https://ctsenaterepublicans.com/wp-content/uploads/2021/06/2021LCO10430-R00-AMD.pdf
FL-1,FL,Board of Education,,State,Regulation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Rule: 6A-1.094124,,5/5/2021,7/26/2021,4/13/2022,Enacted,https://www.flrules.org/gateway/RuleNo.asp?id=6A-1.094124,https://www.flrules.org/gateway/RuleNo.asp?id=6A-1.094124
FL-2,FL,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 366 e1 Amendment 569361,,3/2/2021,6/24/2021,4/13/2022,Enacted,https://www.flsenate.gov/Session/Bill/2021/366/?Tab=BillHistory,https://www.flsenate.gov/Session/Bill/2021/366/Amendment/569361/PDF
FL-3,FL,Palm Beach County School Board,"3300 Forest Hill Blvd., C-124. West Palm Beach, Florida 33406",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/1/2021,5/26/2021,4/14/2021,Enacted,http://go.boarddocs.com/fl/palmbeach/Board.nsf/goto?open&id=C39HT6568BA6,http://go.boarddocs.com/fl/palmbeach/Board.nsf/goto?open&id=C39HT6568BA6
FL-5,FL,Governor,,State,Exec directive,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,3/17/2021,7/13/2021,4/14/2022,Enacted,https://www.flgov.com/2021/07/13/governor-ron-desantis-launches-national-model-civic-literacy-initiative/,https://www.flgov.com/2021/07/13/governor-ron-desantis-launches-national-model-civic-literacy-initiative/
FL-6,FL,Hillsboro County School Board,"901 East Kennedy Boulevard, Tampa, FL 33602",LocalSch,Policy Change,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,8/12/2021,,4/1/2022,Rejected,https://go.boarddocs.com/fl/sdhc/Board.nsf/Public,https://go.boarddocs.com/fl/sdhc/Board.nsf/files/C5SRDF6D6844/$file/2240%20Controversial%20Issues%20(2).pdf
FL-7,FL,Legislature,,State,Legislation,N/A,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 233,,1/13/2021,6/22/2021,4/14/2022,Enacted,https://www.flsenate.gov/Session/Bill/2021/233,https://www.flsenate.gov/Session/Bill/2021/233/BillText/er/PDF
FL-8,FL,Legislature,,State,Legislation,N/A,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,House Bill 57,,8/30/2021,,4/14/2022,Expired or Withdrawn,https://www.flsenate.gov/Session/Bill/2022/57,https://www.flsenate.gov/Session/Bill/2022/57/BillText/Filed/PDF
FL-9,FL,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,"Race or ethnicity, sex & more",Senate Bill 242,,9/16/2021,,4/14/2022,Expired or Withdrawn,https://www.flsenate.gov/Session/Bill/2022/242/?Tab=BillHistory,https://www.flsenate.gov/Session/Bill/2022/242/BillText/Filed/PDF
FL-10,FL,Legislature,,State,Legislation,N/A,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 7,,1/11/2022,3/10/2022,4/14/2022,Enacted,https://www.flsenate.gov/Session/Bill/2022/7,https://www.flsenate.gov/Session/Bill/2022/7/BillText/er/PDF
FL-11,FL,Legislature,,State,Legislation,N/A,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",Senate Bill 148,,1/11/2022,,4/14/2022,Expired or Withdrawn,https://www.flsenate.gov/Session/Bill/2022/148,https://www.flsenate.gov/Session/Bill/2022/148/BillText/Filed/PDF
FL-12,FL,Polk County Public Schools,"1915 S Floral Ave, Bartow, FL 33830",LocalSch,Policy,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity & sex,,,1/26/2022,2/9/2022,4/20/2022,Enacted,https://perma.cc/Q8V6-UZCB,https://perma.cc/Q8V6-UZCB
FL-13,FL,Osceola County School District ,"817 Bill Beck Blvd., Kissimmee, FL 34744",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,1/24/2022,1/24/2022,4/20/2022,Enacted,https://perma.cc/MEC2-QFQS,https://perma.cc/MEC2-QFQS
GA-3,GA,Governor,,State,Statement,Denounces CRT,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/20/2021,5/20/2021,4/14/2022,Enacted,https://twitter.com/govkemp/status/1395462150634754051?lang=en,https://perma.cc/MJZ8-6EPF
GA-4,GA,Cherokee County School District,"1205 Bluffs Parkway Canton, GA",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/20/2021,5/24/2021,4/14/2022,Enacted,https://perma.cc/D6UT-MFZ5,https://perma.cc/A5E8-GGUG
GA-5,GA,Georgia Board of Education,,State,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,,,6/3/2021,6/3/2021,4/14/2022,Enacted,https://gov.georgia.gov/press-releases/2021-06-03/gov-kemp-applauds-state-board-education-opposing-critical-race-theory,https://perma.cc/SRL6-TFDW
GA-6,GA,Attorney General Christopher Carr,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/14/2022,Enacted,Ê,https://perma.cc/QM8T-9EKQ
GA-7,GA,Cobb County School District,"514 Glover Street, Marietta, Ga. 30060",LocalSch,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/10/2021,6/10/2021,4/14/2022,Enacted,https://perma.cc/PS42-6DUU,https://perma.cc/PS42-6DUU
GA-8,GA,Griffin Spalding Board of Education,"216 S 6th Street Griffin, GA 30224",LocalSch,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/15/2021,6/15/2021,4/14/2022,Enacted,Ê,"http://www.spalding.k12.ga.us/announcements/?capostid=36438#:~:text=School%20Superintendent%20Simmons%20Releases%20Statement%20Regarding%20No%20Critical%20Race%20Theory&text=In%20the%20Griffin%2DSpalding%20County,the%20Georgia%20Standards%20of%20Excellence."
GA-9,GA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Race or ethnicity, sex & more",House Bill 888,,1/12/2022,,4/14/2022,Pending,https://www.legis.ga.gov/legislation/61099,https://www.legis.ga.gov/api/legislation/document/20212022/203312
GA-10,GA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,"Race or ethnicity, sex & more",Senate Bill 375,,1/26/2022,,4/14/2022,Pending,https://www.legis.ga.gov/legislation/61344,https://www.legis.ga.gov/api/legislation/document/20212022/203936
GA-11,GA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,"Race or ethnicity, sex & more",Senate Bill 377,,1/26/2022,,4/14/2022,Pending,https://www.legis.ga.gov/legislation/61345,https://www.legis.ga.gov/api/legislation/document/20212022/209123
GA-12,GA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity only,House Bill 1084,,1/27/2022,,4/14/2022,Pending,https://www.legis.ga.gov/legislation/61477,https://www.legis.ga.gov/api/legislation/document/20212022/208514
GA-13,GA,Legislature,,State,Legislation,N/A,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,"Race or ethnicity, sex & more",Senate Bill 613,,3/8/2022,,4/14/2022,Pending,https://www.legis.ga.gov/legislation/62663,https://www.legis.ga.gov/api/legislation/document/20212022/208583
GA-14,GA,Forsyth County Schools,"1120 Dahlonega Highway Cumming, GA 30040",LocalSch,Statement,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,10/15/2022,10/15/2022,4/14/2022,Enacted,Ê,"https://www.forsythnews.com/news/education/local-parents-state-leaders-announce-ongoing-efforts-against-critical-race-theory-schools-amid-national-debate/#:~:text=In%20an%20emailed%20statement%20to,by%20all%20state%20school%20districts."
GA-15,GA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House Bill 1178,,2/2/2022,,4/15/2022,Pending,https://www.legis.ga.gov/legislation/61677,https://www.legis.ga.gov/api/legislation/document/20212022/204930
GA-16,GA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,Race or ethnicity only,House Resolution 1239,,4/1/2022,,4/18/2022,Pending,https://www.legis.ga.gov/legislation/63321,https://www.legis.ga.gov/legislation/63321
GA-17,GA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,,,2/22/2022,,4/19/2022,Pending,https://www.legis.ga.gov/legislation/59932,https://www.legis.ga.gov/legislation/59932
HI-1,HI,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 2295,,1/25/2022,,4/14/2022,Pending,https://www.capitol.hawaii.gov/measure_indiv.aspx?billtype=SB&billnumber=2295&year=2022,https://www.capitol.hawaii.gov/session2022/bills/SB2295_SD2_.HTM
IA-1,IA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House File 802,,3/8/2021,6/8/2021,4/14/2022,Enacted,https://www.legis.iowa.gov/legislation/BillBook?ga=89&ba=HF%20802,https://www.legis.iowa.gov/legislation/BillBook?ga=89&ba=HF%20802
IA-2,IA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,Race or ethnicity only,House File 222,,1/27/2021,,4/14/2022,Pending,https://www.legis.iowa.gov/legislation/BillBook?ba=HF222&ga=89,https://www.legis.iowa.gov/legislation/BillBook?ba=HF222&ga=89
IA-3,IA,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,Race or ethnicity & sex,Senate File 478,House Study Bill 258; Senate Study Bill 1205,2/25/2021,,4/14/2022,Pending,https://www.legis.iowa.gov/legislation/BillBook?ba=SF%20478&ga=89,https://www.legis.iowa.gov/legislation/BillBook?ba=SF%20478&ga=89
IA-4,IA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,N/A,House File 420,,2/8/2021,,4/14/2022,Pending,https://www.legis.iowa.gov/legislation/billTracking/billHistory?billName=HF%20420&ga=89,Ê
IA-6,IA,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,N/A,House File 2499,House Study Bill 706,2/21/2022,,4/14/2022,Expired or Withdrawn,https://www.legis.iowa.gov/legislation/BillBook?ga=89&ba=HF2499,https://www.legis.iowa.gov/docs/publications/LGI/89/HF2499.pdf
ID-1,ID,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 377,,4/21/2021,4/29/2021,4/14/2022,Enacted,https://legislature.idaho.gov/sessioninfo/2021/legislation/h0377/,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2021/legislation/H0377.pdf
ID-2,ID,Attorney General Lawrence Wasden,,State,Statement,Denounces CRT,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/14/2022,Enacted,Ê,https://perma.cc/QM8T-9EKQ
ID-3,ID,Lt. Gov,,State,Exec directive,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,4/8/2021,4/8/2021,4/14/2022,Enacted,https://perma.cc/69EH-LLRA,https://perma.cc/VA9K-9B8Q
ID-4,ID,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 352,,4/6/2021,,4/14/2022,Pending,"https://legislature.idaho.gov/sessioninfo/2021/legislation/H0352/#:~:text=EDUCATION%20%E2%80%93%20Adds%20to%20existing%20law,on%20racist%20or%20sexist%20concepts.","https://legislature.idaho.gov/sessioninfo/2021/legislation/H0352/#:~:text=EDUCATION%20%E2%80%93%20Adds%20to%20existing%20law,on%20racist%20or%20sexist%20concepts."
ID-5,ID,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 375,,4/19/2021,,4/14/2022,Pending,https://legislature.idaho.gov/sessioninfo/2021/legislation/H0375/,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2021/legislation/H0375.pdf
ID-6,ID,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,Senate Concurrent Resolution 118,,2/14/2022,3/18/2022,4/14/2022,Enacted,https://legislature.idaho.gov/sessioninfo/2022/legislation/scr118/,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2022/legislation/SCR118.pdf
ID-7,ID,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,"Race or ethnicity, sex & more",House Bill 488,,1/28/2022,,4/14/2022,Pending,https://legislature.idaho.gov/sessioninfo/2022/legislation/H0488/,https://legislature.idaho.gov/wp-content/uploads/sessioninfo/2022/legislation/H0488.pdf
IL-1,IL,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 5494,,1/28/2022,,4/14/2022,Pending,https://www.ilga.gov/legislation/billstatus.asp?DocNum=5494&GAID=16&GA=102&DocTypeID=HB&LegID=140019&SessionID=110,https://www.ilga.gov/legislation/102/HB/PDF/10200HB5494lv.pdf
IL-2,IL,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,"Race or ethnicity, sex & more",House Bill 5505,,1/28/2022,,4/14/2022,Pending,https://www.ilga.gov/legislation/BillStatus.asp?DocNum=5505&GAID=16&DocTypeID=HB&SessionID=110&GA=102,https://www.ilga.gov/legislation/102/HB/PDF/10200HB5505lv.pdf
IN-1,IN,Attorney General Todd Rokita,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/14/2022,Enacted,,https://perma.cc/QM8T-9EKQ
IN-2,IN,Attorney General Todd Rokita,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,6/21/2021,6/21/2021,4/14/2022,Enacted,Ê,https://perma.cc/WB5P-PBMW
IN-3,IN,Indiana Board of Education,,State,Statement,CRT Not Taught,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,7/16/2021,7/16/2021,4/14/2022,Enacted,Ê,https://perma.cc/2R3A-NQDZ
IN-4,IN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,"Race or ethnicity, sex & more",Senate Bill 167,House Bill 1134,12/30/2021,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/senate/167,http://iga.in.gov/legislative/2022/bills/senate/167#document-859f4618
IN-5,IN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Race or ethnicity & sex,House Bill 1040,,12/30/2021,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/house/1040,http://iga.in.gov/legislative/2022/bills/house/1040#document-5f566baa
IN-7,IN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,Race or ethnicity & sex,House Bill 1231,,1/5/2022,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/house/1231,http://iga.in.gov/legislative/2022/bills/house/1231#document-fc62f9d8
IN-8,IN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,"Race or ethnicity, sex & more",House Bill 1362,,1/11/2022,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/house/1362,http://iga.in.gov/legislative/2022/bills/house/1362#document-51a8398b
IN -9,IN ,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,Race or ethnicity & sex,House Bill 1389,,1/13/2022,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/house/1389,http://iga.in.gov/legislative/2022/bills/house/1389#document-05f5b404
IN-10,IN,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,Senate Bill 415,,1/12/2022,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/senate/415,http://iga.in.gov/legislative/2022/bills/senate/415#document-6581b584
IN-11,IN,Legislature,,State,Legislation,N/A,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,Race or ethnicity & sex,House Bill 1228,,1/5/2022,,4/14/2022,Pending,http://iga.in.gov/legislative/2022/bills/house/1228,http://iga.in.gov/legislative/2022/bills/house/1228#document-a504f35e
IN-12,IN,Legislature,,State,Legislation,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,N/A,Senate Bill 213,,1/6/2022,,4/14/2022,Expired or Withdrawn,http://iga.in.gov/legislative/2022/bills/senate/213,http://iga.in.gov/legislative/2022/bills/senate/213#document-b4428440
IN-13,IN,Attorney General Todd Rokita,,State,Attorney General Letter,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,11/11/2021,11/11/2021,4/14/2022,Enacted,,https://www.in.gov/attorneygeneral/files/Official-Opinion-2021-2.pdf
KS-1,KS,Attorney General,,State,Statement,Denounces CRT,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/19/2021,5/19/2021,4/14/2022,Enacted,,https://perma.cc/QM8T-9EKQ
KS-2,KS,Haven Unified School District 312,"414 W Main St, Haven, KS 67543",LocalSch,Resolution,N/A,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,Race or ethnicity only,,,5/1/2021,,4/12/2022,Rejected,https://drive.google.com/file/d/1QY6XyM-AwUHki4YJ6z7im1JaiTOHaXJY/view,https://drive.google.com/file/d/1qyt2JcK0DPZrRqeuw0noH0G-sAO-p-ko/view
